id_number,Nat,Edad,coding
1747,Mexico,34,M_1990_LOWER
2037,Argentina,67,A_1957_UPPER
3682,Mexico,71,M_1953_LOWER
3230,CH,-1,C_X_LOWER
3869,Paraguay,-1,P_X_LOWER
3604,URU,-1,U_X_UPPER
4628,URU,48,U_1976_MID
996,BRA,66,B_1958_UPPER
3345,Paraguay,-1,P_X_LOWER
998,MEX,31,M_1993_LOWER
4848,uruguay,39,U_1985_LOWER
3805,arg,67,A_1957_LOWER
4164,arg,59,A_1965_LOWER
3887,Mexico,32,M_1992_LOWER
919,PAR,39,P_1985_UPPER
822,Uruguay,43,U_1981_MID
1597,MEX,62,M_1962_MID
1333,BRA,-1,B_X_UPPER
1222,URU,75,U_1949_UPPER
238,arg,83,A_1941_UPPER
276,BRA,32,B_1992_LOWER
2692,Mexico,-1,M_X_LOWER
1443,Brazil,39,B_1985_MID
4462,uruguay,45,U_1979_UPPER
396,Chile,-1,C_X_LOWER
2394,uruguay,31,U_1993_LOWER
4047,Paraguay,69,P_1955_LOWER
3063,uruguay,-1,U_X_LOWER
1321,,32,X_1992_LOWER
2027,Brasil,52,B_1972_LOWER
1295,,37,X_1987_LOWER
704,Uruguay,39,U_1985_MID
1992,MEX,69,M_1955_UPPER
2793,BRA,59,B_1965_UPPER
2148,uruguay,72,U_1952_MID
3865,Argentina,83,A_1941_UPPER
3468,CH,68,C_1956_UPPER
950,,-1,X_X_MID
3990,Argentina,45,A_1979_UPPER
263,BRA,55,B_1969_MID
3151,Uruguay,-1,U_X_MID
229,BRA,39,B_1985_LOWER
218,PAR,69,P_1955_UPPER
432,PAR,-1,P_X_MID
1558,Brasil,-1,B_X_UPPER
1386,Brasil,63,B_1961_LOWER
4105,Mexico,-1,M_X_LOWER
4912,MEX,35,M_1989_MID
2227,Brasil,62,B_1962_LOWER
1431,Brasil,79,B_1945_UPPER
1442,CH,84,C_1940_LOWER
3058,URU,52,U_1972_LOWER
126,México,77,M_1947_UPPER
2254,argentina,50,A_1974_LOWER
2284,chile,67,C_1957_LOWER
4861,chile,64,C_1960_UPPER
4385,PAR,28,P_1996_LOWER
4958,BRA,62,B_1962_MID
36,Argentina,57,A_1967_LOWER
3311,Chile,-1,C_X_LOWER
3816,Chile,74,C_1950_UPPER
454,chile,70,C_1954_UPPER
2443,Brasil,-1,B_X_LOWER
784,CH,36,C_1988_LOWER
4661,Uruguay,31,U_1993_MID
537,México,55,M_1969_MID
1640,MEX,44,M_1980_UPPER
150,CH,-1,C_X_LOWER
4691,México,74,M_1950_UPPER
4495,Uruguay,52,U_1972_UPPER
2029,México,-1,M_X_MID
3238,argentina,69,A_1955_LOWER
1407,Brasil,54,B_1970_MID
3023,México,28,M_1996_LOWER
4263,URU,47,U_1977_LOWER
1745,Brasil,33,B_1991_UPPER
2040,Paraguay,51,P_1973_LOWER
3485,uruguay,-1,U_X_UPPER
2596,PAR,65,P_1959_LOWER
414,Argentina,-1,A_X_MID
2557,CH,-1,C_X_LOWER
2912,Brazil,76,B_1948_LOWER
1760,PAR,74,P_1950_UPPER
2646,Mexico,49,M_1975_UPPER
4827,argentina,70,A_1954_MID
71,Chile,86,C_1938_UPPER
783,uruguay,28,U_1996_LOWER
63,Uruguay,24,U_2000_MID
4117,Chile,68,C_1956_UPPER
2374,chile,65,C_1959_MID
4973,Uruguay,20,U_2004_MID
3036,argentina,48,A_1976_LOWER
3573,chile,52,C_1972_MID
3671,Argentina,-1,A_X_MID
3834,arg,43,A_1981_MID
679,Argentina,37,A_1987_LOWER
4867,México,35,M_1989_LOWER
471,arg,48,A_1976_LOWER
1942,chile,62,C_1962_LOWER
4425,MEX,67,M_1957_UPPER
3256,MEX,60,M_1964_UPPER
2436,Mexico,52,M_1972_MID
2264,Paraguay,75,P_1949_UPPER
2300,Argentina,58,A_1966_LOWER
3565,Paraguay,73,P_1951_MID
385,Argentina,84,A_1940_UPPER
658,PAR,70,P_1954_LOWER
1398,MEX,-1,M_X_LOWER
4089,Brasil,43,B_1981_UPPER
4279,arg,82,A_1942_LOWER
235,Brasil,54,B_1970_UPPER
1332,CH,75,C_1949_UPPER
4722,chile,46,C_1978_LOWER
1714,Chile,56,C_1968_UPPER
3021,Argentina,41,A_1983_MID
4733,MEX,41,M_1983_MID
1018,Uruguay,54,U_1970_MID
189,Paraguay,64,P_1960_LOWER
2487,arg,83,A_1941_LOWER
1216,BRA,74,B_1950_UPPER
3814,argentina,43,A_1981_UPPER
4818,uruguay,40,U_1984_LOWER
3325,PAR,39,P_1985_LOWER
1712,Brasil,78,B_1946_LOWER
2071,chile,76,C_1948_UPPER
4626,Uruguay,-1,U_X_MID
3382,uruguay,70,U_1954_UPPER
1059,Brazil,75,B_1949_UPPER
1397,Mexico,58,M_1966_UPPER
2617,México,-1,M_X_UPPER
3751,URU,-1,U_X_MID
2898,URU,74,U_1950_LOWER
3713,argentina,33,A_1991_MID
4719,Uruguay,46,U_1978_UPPER
4799,Mexico,33,M_1991_LOWER
1693,Brazil,-1,B_X_LOWER
2701,URU,43,U_1981_LOWER
4055,,50,X_1974_LOWER
1307,Paraguay,61,P_1963_LOWER
735,Brazil,-1,B_X_LOWER
598,uruguay,-1,U_X_UPPER
820,Paraguay,70,P_1954_MID
619,arg,71,A_1953_LOWER
2882,Brasil,59,B_1965_MID
4711,Uruguay,60,U_1964_MID
965,Mexico,75,M_1949_UPPER
2550,Paraguay,71,P_1953_LOWER
3000,CH,54,C_1970_UPPER
1531,Brasil,73,B_1951_UPPER
93,BRA,54,B_1970_MID
840,uruguay,28,U_1996_UPPER
3241,CH,-1,C_X_MID
2086,MEX,77,M_1947_UPPER
928,Mexico,61,M_1963_LOWER
4966,Mexico,54,M_1970_MID
4766,Brasil,73,B_1951_MID
1176,Brazil,42,B_1982_LOWER
3962,,73,X_1951_UPPER
1841,arg,64,A_1960_UPPER
2295,PAR,-1,P_X_MID
2527,Argentina,34,A_1990_LOWER
2032,uruguay,37,U_1987_LOWER
4426,Brazil,75,B_1949_UPPER
4753,Chile,-1,C_X_LOWER
3993,Mexico,75,M_1949_LOWER
430,arg,-1,A_X_LOWER
2558,Uruguay,24,U_2000_LOWER
1012,Brazil,38,B_1986_MID
3498,Mexico,36,M_1988_LOWER
1193,URU,-1,U_X_LOWER
3430,Uruguay,61,U_1963_LOWER
435,argentina,66,A_1958_LOWER
538,Mexico,-1,M_X_MID
2077,Uruguay,36,U_1988_MID
1919,argentina,53,A_1971_UPPER
3779,MEX,61,M_1963_LOWER
1324,CH,68,C_1956_UPPER
2827,,47,X_1977_UPPER
2881,Chile,36,C_1988_LOWER
3594,Argentina,50,A_1974_LOWER
652,Mexico,56,M_1968_UPPER
4996,arg,37,A_1987_LOWER
111,,40,X_1984_UPPER
444,Brazil,40,B_1984_UPPER
3167,uruguay,75,U_1949_UPPER
1721,Uruguay,19,U_2005_MID
151,MEX,57,M_1967_UPPER
1560,Argentina,59,A_1965_LOWER
1323,uruguay,73,U_1951_MID
3837,MEX,48,M_1976_UPPER
3794,Mexico,55,M_1969_MID
3899,México,-1,M_X_LOWER
4688,argentina,35,A_1989_MID
791,uruguay,42,U_1982_LOWER
2783,Brasil,43,B_1981_MID
2852,URU,52,U_1972_MID
1891,Uruguay,-1,U_X_MID
976,uruguay,46,U_1978_UPPER
4504,argentina,39,A_1985_MID
4794,Argentina,72,A_1952_LOWER
3882,MEX,44,M_1980_UPPER
4359,BRA,60,B_1964_LOWER
4560,uruguay,45,U_1979_LOWER
2452,CH,72,C_1952_LOWER
1567,Brasil,-1,B_X_UPPER
2383,Chile,63,C_1961_LOWER
2458,CH,-1,C_X_LOWER
2639,Argentina,36,A_1988_UPPER
244,México,52,M_1972_UPPER
1372,chile,83,C_1941_UPPER
4407,uruguay,64,U_1960_LOWER
3304,BRA,50,B_1974_LOWER
2276,Chile,70,C_1954_UPPER
4541,Paraguay,-1,P_X_MID
4592,argentina,63,A_1961_MID
2417,uruguay,29,U_1995_UPPER
1827,arg,54,A_1970_LOWER
685,Paraguay,74,P_1950_LOWER
1141,CH,79,C_1945_UPPER
4907,Paraguay,36,P_1988_LOWER
3221,uruguay,62,U_1962_MID
2626,Brasil,65,B_1959_UPPER
4078,Uruguay,-1,U_X_MID
2437,México,-1,M_X_UPPER
1980,Brazil,39,B_1985_UPPER
1013,BRA,41,B_1983_MID
1769,uruguay,77,U_1947_MID
2282,CH,46,C_1978_LOWER
3350,Uruguay,26,U_1998_MID
459,CH,74,C_1950_MID
1773,Chile,-1,C_X_LOWER
4318,BRA,35,B_1989_UPPER
4782,Argentina,-1,A_X_LOWER
2520,Uruguay,44,U_1980_MID
3802,Chile,61,C_1963_LOWER
3879,chile,86,C_1938_UPPER
780,arg,-1,A_X_LOWER
3985,BRA,68,B_1956_UPPER
4616,URU,-1,U_X_LOWER
753,Brazil,-1,B_X_LOWER
953,URU,67,U_1957_MID
856,México,46,M_1978_UPPER
886,Argentina,69,A_1955_LOWER
2362,arg,-1,A_X_UPPER
3777,Uruguay,-1,U_X_MID
1122,arg,-1,A_X_LOWER
3318,arg,50,A_1974_LOWER
4921,arg,36,A_1988_MID
321,CH,63,C_1961_MID
4500,MEX,66,M_1958_UPPER
2059,chile,-1,C_X_LOWER
1368,Paraguay,58,P_1966_MID
2861,uruguay,29,U_1995_UPPER
1007,Brasil,76,B_1948_UPPER
3666,México,64,M_1960_LOWER
833,Chile,44,C_1980_MID
4763,,53,X_1971_UPPER
980,México,51,M_1973_LOWER
2954,uruguay,-1,U_X_UPPER
86,argentina,-1,A_X_LOWER
2267,Paraguay,52,P_1972_LOWER
200,Brasil,-1,B_X_MID
1228,Brazil,30,B_1994_LOWER
1688,CH,-1,C_X_LOWER
3444,Paraguay,50,P_1974_LOWER
2955,PAR,77,P_1947_UPPER
2821,Argentina,39,A_1985_UPPER
3383,Brasil,44,B_1980_LOWER
3041,chile,52,C_1972_UPPER
4587,BRA,77,B_1947_UPPER
3862,Uruguay,-1,U_X_UPPER
637,BRA,74,B_1950_UPPER
2594,Uruguay,46,U_1978_MID
3847,argentina,84,A_1940_UPPER
4580,México,54,M_1970_LOWER
4403,PAR,61,P_1963_UPPER
3745,PAR,56,P_1968_UPPER
2249,argentina,57,A_1967_MID
2925,BRA,34,B_1990_MID
1934,,28,X_1996_MID
4892,argentina,73,A_1951_UPPER
600,uruguay,43,U_1981_LOWER
104,Uruguay,-1,U_X_MID
4435,Chile,62,C_1962_LOWER
3639,Mexico,45,M_1979_UPPER
2156,Brasil,32,B_1992_UPPER
1855,Mexico,77,M_1947_UPPER
4367,CH,56,C_1968_MID
4423,Chile,41,C_1983_MID
1240,PAR,75,P_1949_UPPER
2082,México,32,M_1992_UPPER
4655,Argentina,70,A_1954_LOWER
1696,BRA,52,B_1972_UPPER
4546,chile,71,C_1953_UPPER
4953,Mexico,47,M_1977_MID
157,Chile,55,C_1969_UPPER
3769,chile,70,C_1954_UPPER
2997,Brasil,60,B_1964_LOWER
4640,BRA,60,B_1964_UPPER
1482,PAR,29,P_1995_LOWER
4533,PAR,68,P_1956_UPPER
3884,Paraguay,53,P_1971_LOWER
4159,argentina,-1,A_X_MID
4828,Brazil,-1,B_X_LOWER
4322,MEX,79,M_1945_LOWER
3130,Chile,-1,C_X_LOWER
1601,Brasil,33,B_1991_LOWER
3044,BRA,38,B_1986_LOWER
4811,Argentina,33,A_1991_LOWER
4389,Brazil,61,B_1963_UPPER
4353,BRA,68,B_1956_UPPER
1746,arg,35,A_1989_LOWER
154,MEX,28,M_1996_LOWER
2398,BRA,71,B_1953_UPPER
2652,MEX,59,M_1965_LOWER
510,Chile,60,C_1964_MID
1213,chile,71,C_1953_UPPER
3984,argentina,-1,A_X_MID
2964,arg,72,A_1952_LOWER
3541,Uruguay,44,U_1980_MID
3310,BRA,49,B_1975_LOWER
2744,BRA,39,B_1985_MID
1247,uruguay,53,U_1971_MID
4755,Chile,51,C_1973_UPPER
1532,arg,50,A_1974_LOWER
3549,PAR,-1,P_X_MID
1795,argentina,-1,A_X_MID
4752,arg,80,A_1944_LOWER
2175,arg,68,A_1956_UPPER
593,CH,75,C_1949_UPPER
3153,México,73,M_1951_UPPER
2412,argentina,50,A_1974_LOWER
613,Brazil,54,B_1970_MID
4675,Paraguay,41,P_1983_LOWER
148,URU,60,U_1964_UPPER
706,BRA,35,B_1989_UPPER
1800,URU,53,U_1971_MID
899,BRA,-1,B_X_LOWER
1724,Brazil,-1,B_X_LOWER
3799,MEX,67,M_1957_UPPER
2136,MEX,68,M_1956_UPPER
3505,Argentina,76,A_1948_LOWER
1705,argentina,80,A_1944_MID
3536,URU,76,U_1948_UPPER
851,Mexico,45,M_1979_UPPER
445,chile,77,C_1947_LOWER
4374,,-1,X_X_LOWER
421,argentina,47,A_1977_MID
4317,CH,47,C_1977_UPPER
866,CH,54,C_1970_UPPER
1685,chile,55,C_1969_MID
2381,MEX,78,M_1946_MID
2478,BRA,49,B_1975_LOWER
470,URU,45,U_1979_MID
1437,Brasil,72,B_1952_UPPER
2514,arg,40,A_1984_LOWER
4412,Brasil,-1,B_X_LOWER
3206,argentina,73,A_1951_UPPER
4476,Brasil,47,B_1977_UPPER
2859,Chile,62,C_1962_MID
3439,BRA,58,B_1966_UPPER
310,arg,34,A_1990_LOWER
3120,Mexico,44,M_1980_MID
4141,URU,-1,U_X_LOWER
3470,BRA,77,B_1947_UPPER
2764,BRA,68,B_1956_UPPER
4810,Chile,40,C_1984_MID
1144,BRA,65,B_1959_UPPER
2475,argentina,45,A_1979_MID
892,Brasil,68,B_1956_UPPER
935,México,-1,M_X_LOWER
1596,México,-1,M_X_LOWER
3027,México,65,M_1959_MID
904,argentina,80,A_1944_UPPER
289,Brasil,54,B_1970_LOWER
2731,PAR,29,P_1995_LOWER
1356,Chile,74,C_1950_UPPER
3080,MEX,32,M_1992_MID
4337,argentina,-1,A_X_LOWER
2622,MEX,29,M_1995_LOWER
984,CH,-1,C_X_LOWER
6,,-1,X_X_LOWER
1009,arg,67,A_1957_MID
4010,Mexico,-1,M_X_LOWER
439,Chile,74,C_1950_LOWER
246,CH,86,C_1938_MID
3114,,40,X_1984_LOWER
2801,Uruguay,67,U_1957_MID
978,BRA,-1,B_X_LOWER
2225,uruguay,44,U_1980_UPPER
2131,uruguay,47,U_1977_UPPER
468,MEX,41,M_1983_UPPER
3551,Brazil,59,B_1965_LOWER
2202,CH,37,C_1987_MID
2693,BRA,68,B_1956_UPPER
694,arg,-1,A_X_LOWER
1778,México,59,M_1965_MID
4789,BRA,69,B_1955_UPPER
2304,MEX,44,M_1980_LOWER
4330,Brasil,-1,B_X_UPPER
427,CH,79,C_1945_UPPER
1687,BRA,40,B_1984_MID
1204,Chile,58,C_1966_UPPER
1157,PAR,41,P_1983_LOWER
2482,MEX,61,M_1963_MID
2463,CH,44,C_1980_LOWER
4543,PAR,64,P_1960_LOWER
3185,Brazil,45,B_1979_UPPER
350,Uruguay,58,U_1966_MID
4853,Chile,52,C_1972_LOWER
4535,Paraguay,41,P_1983_LOWER
3031,argentina,77,A_1947_MID
1370,URU,60,U_1964_LOWER
847,Chile,69,C_1955_UPPER
3266,arg,36,A_1988_UPPER
4452,MEX,66,M_1958_UPPER
819,chile,59,C_1965_MID
1399,URU,32,U_1992_MID
1984,Paraguay,-1,P_X_LOWER
4972,URU,54,U_1970_UPPER
393,Mexico,38,M_1986_LOWER
2874,México,76,M_1948_UPPER
2129,Mexico,49,M_1975_MID
2651,BRA,71,B_1953_MID
643,PAR,51,P_1973_MID
172,argentina,39,A_1985_UPPER
3226,Uruguay,-1,U_X_MID
1297,Brasil,64,B_1960_LOWER
3809,Brasil,69,B_1955_MID
2858,Uruguay,51,U_1973_MID
23,BRA,76,B_1948_MID
3839,México,64,M_1960_MID
4943,Mexico,40,M_1984_UPPER
2565,Brazil,74,B_1950_UPPER
4300,Chile,-1,C_X_MID
1598,Mexico,31,M_1993_MID
1248,CH,74,C_1950_LOWER
2549,Argentina,57,A_1967_LOWER
2378,Chile,73,C_1951_UPPER
3272,uruguay,60,U_1964_LOWER
2139,BRA,78,B_1946_UPPER
4332,Paraguay,46,P_1978_LOWER
1888,argentina,35,A_1989_UPPER
4681,Argentina,-1,A_X_LOWER
127,URU,64,U_1960_UPPER
3638,Brasil,50,B_1974_LOWER
4482,uruguay,49,U_1975_LOWER
110,Brazil,37,B_1987_MID
4971,uruguay,41,U_1983_LOWER
4849,MEX,54,M_1970_MID
415,Brasil,51,B_1973_UPPER
957,Chile,-1,C_X_LOWER
4649,Paraguay,45,P_1979_LOWER
2918,Brasil,63,B_1961_LOWER
4604,argentina,65,A_1959_MID
3193,URU,50,U_1974_UPPER
2998,argentina,61,A_1963_MID
1628,Brazil,70,B_1954_UPPER
3175,Uruguay,38,U_1986_MID
2591,Chile,-1,C_X_LOWER
647,Chile,52,C_1972_MID
1362,México,-1,M_X_MID
2073,chile,81,C_1943_UPPER
4822,chile,70,C_1954_MID
1958,MEX,-1,M_X_LOWER
2962,MEX,32,M_1992_LOWER
1944,Brasil,39,B_1985_MID
3014,uruguay,-1,U_X_UPPER
4751,Mexico,75,M_1949_UPPER
4669,Uruguay,37,U_1987_MID
3704,MEX,-1,M_X_LOWER
730,Chile,39,C_1985_UPPER
3691,BRA,64,B_1960_UPPER
1759,arg,43,A_1981_LOWER
1582,BRA,49,B_1975_MID
1125,CH,37,C_1987_MID
4363,Chile,59,C_1965_UPPER
3161,Brasil,33,B_1991_UPPER
1508,uruguay,43,U_1981_MID
2228,arg,40,A_1984_LOWER
2180,URU,-1,U_X_MID
4803,Brazil,66,B_1958_LOWER
4595,Brazil,29,B_1995_LOWER
2441,Paraguay,41,P_1983_LOWER
1629,,57,X_1967_UPPER
622,Mexico,34,M_1990_LOWER
4955,Paraguay,79,P_1945_LOWER
521,URU,73,U_1951_UPPER
3626,argentina,65,A_1959_LOWER
1649,Chile,49,C_1975_LOWER
2317,argentina,37,A_1987_LOWER
4132,Paraguay,34,P_1990_LOWER
2850,PAR,34,P_1990_LOWER
234,Chile,72,C_1952_UPPER
1871,uruguay,57,U_1967_MID
4774,chile,37,C_1987_LOWER
1145,Mexico,71,M_1953_UPPER
4149,CH,70,C_1954_LOWER
4814,Brasil,36,B_1988_LOWER
3768,URU,40,U_1984_MID
4997,chile,49,C_1975_LOWER
696,Brazil,-1,B_X_LOWER
2941,uruguay,56,U_1968_UPPER
2260,Brasil,42,B_1982_MID
4150,argentina,36,A_1988_MID
4682,PAR,65,P_1959_LOWER
1410,argentina,-1,A_X_MID
3349,,80,X_1944_UPPER
2169,argentina,76,A_1948_MID
4110,Brazil,75,B_1949_UPPER
2095,argentina,56,A_1968_MID
1535,PAR,51,P_1973_LOWER
1086,argentina,75,A_1949_UPPER
2200,Brazil,58,B_1966_UPPER
225,MEX,-1,M_X_LOWER
916,Uruguay,48,U_1976_UPPER
4076,Chile,43,C_1981_LOWER
1817,argentina,38,A_1986_LOWER
4392,Uruguay,24,U_2000_MID
1637,México,-1,M_X_LOWER
162,Argentina,49,A_1975_LOWER
2019,MEX,32,M_1992_LOWER
3002,MEX,31,M_1993_MID
1509,uruguay,32,U_1992_LOWER
718,Argentina,37,A_1987_LOWER
4369,BRA,54,B_1970_MID
1767,Argentina,43,A_1981_UPPER
1117,MEX,42,M_1982_UPPER
553,uruguay,60,U_1964_MID
2886,Chile,-1,C_X_LOWER
3801,Brazil,27,B_1997_MID
1177,México,67,M_1957_MID
1025,Argentina,44,A_1980_LOWER
4336,CH,-1,C_X_LOWER
1806,BRA,-1,B_X_LOWER
2704,PAR,50,P_1974_UPPER
2822,PAR,53,P_1971_MID
1465,México,60,M_1964_LOWER
3118,chile,63,C_1961_LOWER
2803,Brasil,-1,B_X_LOWER
1856,Mexico,44,M_1980_MID
4812,argentina,35,A_1989_MID
4260,arg,57,A_1967_LOWER
1971,CH,69,C_1955_MID
1499,MEX,-1,M_X_LOWER
316,PAR,36,P_1988_UPPER
903,México,-1,M_X_LOWER
923,argentina,57,A_1967_LOWER
3370,arg,69,A_1955_LOWER
988,PAR,64,P_1960_LOWER
2876,México,77,M_1947_UPPER
3207,,-1,X_X_MID
291,BRA,52,B_1972_LOWER
2802,arg,54,A_1970_UPPER
3783,arg,-1,A_X_UPPER
159,Brazil,-1,B_X_LOWER
85,URU,41,U_1983_UPPER
871,Brazil,73,B_1951_LOWER
3140,Chile,65,C_1959_MID
4567,PAR,72,P_1952_LOWER
3712,BRA,75,B_1949_LOWER
4840,Chile,-1,C_X_MID
2034,Mexico,43,M_1981_LOWER
3067,URU,-1,U_X_LOWER
1631,BRA,46,B_1978_MID
909,Paraguay,45,P_1979_LOWER
2988,MEX,-1,M_X_LOWER
12,BRA,50,B_1974_UPPER
865,URU,75,U_1949_UPPER
3327,Paraguay,-1,P_X_MID
165,Argentina,34,A_1990_LOWER
4813,BRA,45,B_1979_UPPER
896,,72,X_1952_MID
3617,Uruguay,42,U_1982_MID
3236,CH,-1,C_X_MID
4100,Brasil,45,B_1979_UPPER
3667,MEX,-1,M_X_LOWER
621,chile,80,C_1944_UPPER
3648,arg,-1,A_X_LOWER
4029,Uruguay,28,U_1996_MID
4946,PAR,46,P_1978_LOWER
3456,PAR,33,P_1991_LOWER
1347,Uruguay,42,U_1982_MID
1423,México,32,M_1992_LOWER
939,PAR,-1,P_X_UPPER
4234,Uruguay,45,U_1979_MID
945,Chile,61,C_1963_MID
4050,MEX,61,M_1963_MID
3659,argentina,53,A_1971_MID
3148,Brasil,49,B_1975_LOWER
4623,MEX,66,M_1958_UPPER
4170,CH,36,C_1988_MID
3732,Chile,66,C_1958_UPPER
4590,Uruguay,59,U_1965_MID
3278,Chile,78,C_1946_UPPER
2778,BRA,56,B_1968_MID
2726,arg,34,A_1990_LOWER
4239,CH,43,C_1981_LOWER
2601,chile,81,C_1943_UPPER
1413,MEX,37,M_1987_MID
1985,Chile,-1,C_X_MID
642,Mexico,72,M_1952_UPPER
3570,argentina,-1,A_X_MID
1137,Argentina,54,A_1970_MID
2057,Argentina,60,A_1964_MID
1091,Chile,60,C_1964_UPPER
3601,argentina,51,A_1973_UPPER
2413,Brazil,32,B_1992_MID
440,Argentina,59,A_1965_UPPER
57,México,74,M_1950_MID
3477,Brasil,72,B_1952_UPPER
2763,Uruguay,66,U_1958_MID
1196,Brasil,41,B_1983_UPPER
2114,PAR,38,P_1986_UPPER
2571,Mexico,49,M_1975_UPPER
3280,Brazil,63,B_1961_LOWER
4289,Uruguay,24,U_2000_MID
1551,Brazil,71,B_1953_LOWER
2968,Mexico,48,M_1976_MID
1217,Paraguay,35,P_1989_MID
4288,chile,79,C_1945_UPPER
2181,argentina,43,A_1981_LOWER
726,CH,61,C_1963_UPPER
4188,argentina,-1,A_X_LOWER
1345,Paraguay,53,P_1971_MID
1342,BRA,44,B_1980_LOWER
1703,CH,79,C_1945_UPPER
1135,Brasil,-1,B_X_LOWER
3277,BRA,74,B_1950_MID
587,BRA,49,B_1975_UPPER
4680,MEX,-1,M_X_LOWER
608,Mexico,39,M_1985_MID
1084,CH,37,C_1987_UPPER
3739,arg,-1,A_X_LOWER
3976,CH,-1,C_X_LOWER
485,CH,82,C_1942_UPPER
3620,Uruguay,22,U_2002_MID
3919,URU,68,U_1956_UPPER
1821,argentina,70,A_1954_UPPER
4217,Brasil,74,B_1950_UPPER
4422,arg,53,A_1971_LOWER
2604,uruguay,37,U_1987_MID
3664,CH,56,C_1968_UPPER
75,CH,76,C_1948_UPPER
4873,Chile,58,C_1966_LOWER
1343,Brazil,65,B_1959_UPPER
1076,Mexico,-1,M_X_LOWER
4911,PAR,57,P_1967_LOWER
4642,URU,71,U_1953_MID
977,BRA,45,B_1979_MID
236,Chile,47,C_1977_UPPER
4084,Argentina,84,A_1940_UPPER
1373,Brasil,69,B_1955_UPPER
1562,argentina,-1,A_X_LOWER
1590,chile,58,C_1966_MID
4401,MEX,30,M_1994_LOWER
1526,Brasil,71,B_1953_UPPER
4280,Chile,51,C_1973_LOWER
1826,Brazil,56,B_1968_UPPER
3368,Brasil,77,B_1947_UPPER
4607,Uruguay,39,U_1985_UPPER
2944,Brasil,62,B_1962_MID
3994,Uruguay,52,U_1972_LOWER
3416,chile,-1,C_X_LOWER
3228,Uruguay,28,U_1996_MID
3181,chile,-1,C_X_LOWER
4913,chile,-1,C_X_LOWER
4571,PAR,28,P_1996_LOWER
2554,Paraguay,-1,P_X_MID
1260,URU,36,U_1988_LOWER
3247,México,31,M_1993_LOWER
4255,argentina,55,A_1969_MID
2759,,84,X_1940_UPPER
2217,,61,X_1963_UPPER
3024,MEX,54,M_1970_MID
220,Brasil,37,B_1987_LOWER
4816,PAR,51,P_1973_UPPER
4720,CH,-1,C_X_LOWER
4431,México,59,M_1965_UPPER
1599,argentina,36,A_1988_MID
2534,PAR,31,P_1993_UPPER
4451,,36,X_1988_MID
1691,Brazil,53,B_1971_MID
4633,argentina,-1,A_X_MID
2005,URU,44,U_1980_MID
1533,México,34,M_1990_LOWER
2864,Uruguay,35,U_1989_MID
1040,URU,46,U_1978_MID
781,CH,72,C_1952_MID
3363,,45,X_1979_UPPER
2686,Mexico,48,M_1976_MID
607,Argentina,82,A_1942_UPPER
245,Brasil,69,B_1955_UPPER
4371,MEX,41,M_1983_MID
4056,Argentina,73,A_1951_UPPER
2439,BRA,68,B_1956_UPPER
529,Argentina,39,A_1985_LOWER
2176,CH,49,C_1975_MID
2094,argentina,66,A_1958_UPPER
1181,uruguay,74,U_1950_UPPER
3665,Paraguay,57,P_1967_MID
699,Argentina,74,A_1950_UPPER
3371,PAR,46,P_1978_LOWER
3711,MEX,50,M_1974_UPPER
4664,MEX,38,M_1986_MID
3916,Argentina,52,A_1972_LOWER
1354,BRA,31,B_1993_UPPER
2781,uruguay,38,U_1986_LOWER
520,MEX,36,M_1988_MID
688,PAR,39,P_1985_UPPER
3730,Argentina,45,A_1979_UPPER
302,Argentina,71,A_1953_LOWER
2421,Mexico,-1,M_X_MID
2662,BRA,31,B_1993_LOWER
1604,uruguay,49,U_1975_LOWER
1654,Chile,61,C_1963_UPPER
1236,argentina,61,A_1963_MID
3482,México,56,M_1968_LOWER
3011,CH,-1,C_X_LOWER
3053,Chile,-1,C_X_LOWER
455,chile,45,C_1979_UPPER
1912,Paraguay,-1,P_X_LOWER
3699,Argentina,67,A_1957_LOWER
3376,arg,62,A_1962_UPPER
4601,MEX,28,M_1996_LOWER
4309,URU,-1,U_X_LOWER
576,URU,-1,U_X_LOWER
975,MEX,-1,M_X_LOWER
963,arg,-1,A_X_LOWER
3844,Chile,36,C_1988_MID
3239,Argentina,47,A_1977_MID
287,Chile,57,C_1967_LOWER
1594,CH,65,C_1959_UPPER
424,México,50,M_1974_LOWER
43,,75,X_1949_UPPER
4702,Chile,58,C_1966_UPPER
4315,BRA,29,B_1995_MID
2302,México,-1,M_X_LOWER
3742,MEX,-1,M_X_LOWER
3048,Uruguay,29,U_1995_MID
2328,Uruguay,49,U_1975_MID
3628,Chile,55,C_1969_MID
4742,BRA,45,B_1979_MID
2036,,83,X_1941_UPPER
1732,Brazil,40,B_1984_LOWER
4808,chile,46,C_1978_LOWER
173,Chile,-1,C_X_LOWER
3630,México,-1,M_X_LOWER
1052,Argentina,66,A_1958_LOWER
4094,México,48,M_1976_LOWER
778,PAR,66,P_1958_LOWER
499,Chile,81,C_1943_MID
514,Mexico,52,M_1972_LOWER
4443,Chile,76,C_1948_LOWER
2563,chile,80,C_1944_LOWER
2015,Brasil,-1,B_X_LOWER
4493,PAR,63,P_1961_LOWER
2990,,67,X_1957_UPPER
1313,CH,47,C_1977_UPPER
3892,argentina,84,A_1940_UPPER
746,URU,49,U_1975_UPPER
3906,CH,73,C_1951_LOWER
2510,,67,X_1957_LOWER
